time,ton,thrust,mfr,vl,anomaly_code
2021-08-23 16:00:00.000,0,-0.004909431300501,0.0,0.0,
2021-08-23 16:00:00.010,0,0.0045984706933958,0.0,0.0,
2021-08-23 16:00:00.020,0,0.0014598112389489,0.0,0.0,
2021-08-23 16:00:00.030,0,0.0042800303145217,0.0,0.0,
2021-08-23 16:00:00.040,0,-0.0010576537745421,0.0,0.0,
2021-08-23 16:00:00.050,0,-0.001799389785739,0.0,0.0,
2021-08-23 16:00:00.060,0,0.000828170839767,0.0,0.0,
2021-08-23 16:00:00.070,0,-5.832145122336438e-05,0.0,0.0,
2021-08-23 16:00:00.080,0,-0.0013023827960997,0.0,0.0,
2021-08-23 16:00:00.090,0,-0.001535817478909,0.0,0.0,
2021-08-23 16:00:00.100,0,-0.0018664159820736,0.0,0.0,
2021-08-23 16:00:00.110,0,-0.0061676057325905,0.0,0.0,
2021-08-23 16:00:00.120,0,-0.0045086246860146,0.0,0.0,
2021-08-23 16:00:00.130,0,-0.0041568265691984,0.0,0.0,
2021-08-23 16:00:00.140,0,-0.0022065822766804,0.0,0.0,
2021-08-23 16:00:00.150,0,0.0038483951684423,0.0,0.0,
2021-08-23 16:00:00.160,0,-0.0008165741148789,0.0,0.0,
2021-08-23 16:00:00.170,0,-0.0038053374158148,0.0,0.0,
2021-08-23 16:00:00.180,0,0.0001268894166965,0.0,0.0,
2021-08-23 16:00:00.190,0,-0.0005762584062538,0.0,0.0,
2021-08-23 16:00:00.200,0,0.0039556471652836,0.0,0.0,
2021-08-23 16:00:00.210,0,-0.0002911409538596,0.0,0.0,
2021-08-23 16:00:00.220,0,0.0016194302142031,0.0,0.0,
2021-08-23 16:00:00.230,0,-0.0019998754991867,0.0,0.0,
2021-08-23 16:00:00.240,0,-0.0023721785328294,0.0,0.0,
2021-08-23 16:00:00.250,0,0.0018995845276554,0.0,0.0,
2021-08-23 16:00:00.260,0,-0.0011745568309965,0.0,0.0,
2021-08-23 16:00:00.270,0,0.001014187319394,0.0,0.0,
2021-08-23 16:00:00.280,0,0.0008767776566409,0.0,0.0,
2021-08-23 16:00:00.290,0,-0.0055406811040359,0.0,0.0,
2021-08-23 16:00:00.300,0,-0.0062674458568831,0.0,0.0,
2021-08-23 16:00:00.310,0,-0.0011029739272232,0.0,0.0,
2021-08-23 16:00:00.320,0,-0.0038991183967318,0.0,0.0,
2021-08-23 16:00:00.330,0,0.0011224723383935,0.0,0.0,
2021-08-23 16:00:00.340,0,-0.0007452764172865,0.0,0.0,
2021-08-23 16:00:00.350,0,0.0008668126656119,0.0,0.0,
2021-08-23 16:00:00.360,0,0.0006431411239557,0.0,0.0,
2021-08-23 16:00:00.370,0,-0.0003475652447790001,0.0,0.0,
2021-08-23 16:00:00.380,0,-0.0015135031550463,0.0,0.0,
2021-08-23 16:00:00.390,0,-0.0030893216434081,0.0,0.0,
2021-08-23 16:00:00.400,0,0.0006360216621809,0.0,0.0,
